ps_id,epe_service,epe_start,epe_end,epe_contract_value,epe_stages,epe_high_risk,epe_contract_type,epe_gia,epe_description_1,epe_description_2,epe_description_3,epe_notes,data_origin,e_id,pm_id,temp_sort
5,Associate Director Structural Engineering,2024,,10000000,01-May,FALSE,JCT Traditional,~2800m2,"This is a modern secondary school in the county, focused on academic excellence, student development, and strong community engagement. This project comprises a new build single storey CDT building, and a single storey extension to the existing main school Dining Hall. In addition, extensive internal remodelling to the existing original 1960’s school building is required. The superstructure of the proposed new buildings is steel frame. The Dining Hall comprises structural metal deck roofing, and the CDT building is a combination of metal deck and precast concrete plank roofing. The substructure comprises pile supported reinforced concrete ground beam, pile cap and raft slab foundations. The CDT building has an elevated suspended reinforced concrete ground floor slab and perimeter reinforced masonry retaining wall to overcome site flooding risks. The project also incorporates the need for gas protection measures and flood resilient construction which are coordinated with the structural design and detailing.","As ADSE, I was responsible for overseeing and reviewing, checking and approving the project from feasibility and concept, through to detailed design.","Poor ground conditions, ground gas presence and high water table at the site, as well as flooding risk, resulted in significant challenges to foundation and building design solutions, including the need to coordinate foundation and gas membrane design and detailing, and elevating building foundations and whilst minimising building weights.",Use this for demo,demo,125,65,165
5,Associate Director Structural Engineering,2024,,1700000,01-Apr,FALSE,JCT Traditional,~567m2,"This project involves the internal remodelling of three existing buildings at the Academy. The Academy is a high-achieving secondary school in the county, catering to students aged 11 to 16. Remodelling is a combination of minor remodelling, typically requiring formation of new openings with localised structural support and strengthening, and major remodelling, requiring removal of primary structural walls and subsequent vertical support to the existing roof, whilst maintaining global stability to the building. Science building remodelling is major, and involves the removal of full height, internal shear walls, to facilitate opening up and remodelling of internal classrooms. Intrusive surveying, design, detailing and installation of a new steel frame and foundations, in conjunction with significant temporary works, is required to facilitate the remodelling requirements.","As ADSE, I was responsible for overseeing and reviewing, checking and approving the project from feasibility and concept, through to detailed design.","Due to a lack of archived information for the building, the structural design philosophy and behaviour of the existing science block was unclear. By undertaking visual and intrusive inspections of the substructure and superstructure, we were able to fully assess the structural behaviour, reducing the scope of the required structural work. This resulted in reducing cost and programme requirements, allowing the works to be programmed predominantly within school holiday closure periods.",Use this for demo,demo,125,150,166
11,Lead surveyor,2023,2024,8000,N/A,TRUE,Multiple individual commissions,752m²,"This historic site in the centre of a local town has been home to various buildings and uses over the preceding 300 years, the most recent and current being known as The Hall was constructed in 1901. Proposed refurbishment works to the clock tower prompted investigations into the structural ability of the roof to support a scaffold system and workforce for the period repair.",My role was to conduct and coordinate and full building 3D laser scan to facilitate the custom scaffold design and structural assessment.,Two primary roof trusses responsible for the support of the clocktower and cupola were sandwiched between the first-floor vaulted ceiling and the external roof covering. A convoluted access route through roof voids was necessary to locate and map these trusses while maintaining the tolerance of accuracy as defined by the survey specification.,Use this for demo,demo,188,151,167
11,Lead surveyor,2021,,17000,N/A,TRUE,Multiple individual commissions,500m²,"During the construction of an adjacent development that used piling (driving steel components into the ground with force causing vibration) as the primary foundation method, staff at the county Museum noticed cracks to masonry and glazing. A structural engineer determined that movement had occurred and deemed it necessary to establish the severity and any continuation by deploying a monitoring programme to track the building movements and inform remedial structural proposals to stabilise the building as necessary.","My role was to design, install and maintain the primary control network (PCN) for all monitoring measurements for the anticipated life of the project and ensuring optimum accuracy of instrument orientations and measurement observations. Then to review and report data to structural engineer, highlighting potential divergences from expected values.","A key challenge of this project was maximising accuracy (ideally +/-1mm) while not deploying intrusive targeting methods such as fixed glass prisms. To overcome this, I suggested the use of semi-permanent adhesive targets which would last the life of the project while not causing damage to the masonry. With an adjusted traverse network and careful manual targeting during the surveys, the client accepted a slightly reduced accuracy of +/-2mm, and the project was able to continue.",Use this for demo,demo,188,152,168
1,Lead surveyor,2024,2024,5000,N/A,FALSE,Single Commission,"9,000m²",This project involved the redevelopment of a hanger to accommodate larger jets and revised office space for a new flight company at London UK Airport. The existing development comprised 3 buildings of differing age and construction methods and required detailed 3-dimensional mapping to establish and space and volume.,"As the lead surveyor, I was responsible for all mapping exercises from installation of site control and measurement via high-definition laser scanning. I registered and validated scan data confirming acceptable accuracies and the produced the required plans and elevations of the units and accompanying aircraft stands. I also act as primary client contact. ‘Airside’ access would be necessary in order to measure the asphalt aprons in front of the hangers.","This project involved large distances and required careful consideration of point cloud definition to achieve steelwork detailing. I decided to use the maximum resolution available and reduce the density (through decimation) in post-processing for all areas apart from the steelwork joints, leaving these elements in high definition. Access to ‘airside’ is only permitted through secure checkpoints. The reaming boundary line (made up of continuous high fencing and buildings) prevented my ability to join the survey datasets through traditional line-of-sight. I opted for joining the spaces using separate GNSS (Global Navigation & Satellite System) control for each side. This solution was a reasonable compromise – although the error it produces is substantially worse than that generated from laser scanning, it did not affect the internal measured building survey and was acceptable for the external topographic detailing of the aprons.",Use this for demo,demo,188,153,169
5,Highways & Drainage Design Engineer,2014,2018,13000000,0 to 6,FALSE,JLC,,"Provide a new special needs school for disabled children in the county. This included a large car park with drop-off area, a hydrotherapy pool, and an external learning/play environment. Your",A new highway access was required and an on-site SuDS drainage system. I was Civil Engineering team leader for the design from master plan to completion. Any specific,"Clay ground made construction and drainage difficult. The nearest public highway was 300m from the site, so a new road was required to access the school.",Use this for demo,demo,114,154,170
13,Highways & Drainage Design Engineer,2017,2020,7000000,1 to 6 D&B 3-5,FALSE,JLC,,"A new housing development of 22 mixed dwellings for East UK District Council 3 in the local area. Some affordable and some detached houses, all with high Eco credentials. Your","Feasibility and concept design for highway access and estate roads, and foul and surface water drainage for the development. Technical Approver role from stage 3 for D&B contract. Any specific","Liaison with the principal D&B contractor, Local resident objections to traffic and subsequent NCC highways requirements.",Use this for demo,demo,114,155,171
3,Highways & Drainage Design Engineer,2019,2021,4000000,1 to 6,FALSE,JLC,,Large extension and remodelling of existing redundant care home in the east of England. Providing new spaces compliant to modern standards and needs of up to 46 residents with dementia. Your,"I was Civil Engineering team leader for the design from feasibility to completion. This involved; external levels design, car park upgrades, foul sewerage diversions, and a new surface water drainage system for the extension. Any specific",The existing sewerage systems were complex and had to be relocated and upgraded for the extension. The site had a covered history of previous buildings and uses.,Use this for demo,demo,114,156,172
11,"Quantity Surveying, CDM & Employers Agent Services",2006,2008,8000000,RIBA 1-7,FALSE,JCT Design & Build 2005,"2,000m²","Construction of a new police headquarters building in West County Constabulary, including a vehicle maintenance and inspection workshop, associated external works and car parking, on a greenfield site. The main building’s construction is a reinforced concrete frame structure, with exposed concrete columns and soffits internally. The vehicle workshop was a constructed using a steel frame structure with insulated cladding panels forming the external walls.","Pre and Post Contract Quantity Surveying, CDM Coordination, and Employers Agent Services for West County Constabulary. The role on site involved chairing site progress meetings, agreeing valuations with the Principal Contractor, issuing Contract Instructions, and aiding the Contractor prepare the H&S File on project completion. Liaison with West County Constabulary Estates department and other client stakeholders and police staff to ensure their requirements and brief and any changes were incorporated as agreed during the construction phase.","This was a negotiated contract and required extensive pre-contract market testing of and value engineering with the Principal Contractor and Client to ensure the project was viable within the available budget. Being situated on a greenfield site, with no other structures in the surrounding area and with good access for transport and deliveries of plant and materials meant the management of the site during construction was relatively straightforward, with no exceptional H&S risks over a normal working construction site, and the management of the works generally including H&S aspects was well managed by the Principal Contractor during construction, with no reportable incidents recorded during the circa 20 month construction period.",Use this for demo,demo,189,157,173
5,Quantity Surveying & Contract Administration Services,2023,2023,600000,RIBA 1-7,FALSE,JCT Intermediate Form of Contract 2016,450 m²,"Refurbishment and alteration work to the ground and first floors of existing study, communal, and leisure spaces within Campus, for the UK University 2. The works were to enable the UK University 2 Staff to relocate from the ground to the first floor, by creating additional office space, and providing new study and leisure spaces for the students to both the ground & first floor areas.","Pre and Post Contract Quantity Surveying Services, and Post Contract Administration. The role involved preparing project budgets, tender documentation, contracts, and all post contract QS and CA services including chairing and minuting meetings, issuing contract instructions, agreeing valuations, final account and all required Contract Certification.","Challenges involved working on a site within an occupied and busy university campus; which to manage the works safely required close liaison with the client and other university stakeholders, including the University of Exeter health and safety and impact mitigation managers. Whilst much of the works were completed during the summer break with most students off campus; the surrounding areas and buildings were still open to the public, this also needed careful management of deliveries and working arrangements on site by the Principal Contractor.",Use this for demo,demo,189,158,174
13,Quantity Surveying and Contract Administration Services.,2019,2020,900000,N/A – demolition.,FALSE,National Federation of Demolition Contractors Direct form of Contract 2020.,N/A – Demolition.,"Demolition of the existing UK Hotel, to clear the site for proposed new residential accommodation comprising around 67 new build houses. The works involved a controlled demolition of the existing buildings, basements and underground drainage installations. Your","All Pre & Post Contract Quantity Surveying, CDM & Contract Administration Services. Works included preparation of tender documentation, pre-construction information, preparation of Contracts, financial management over the course of the works, preparation of interim valuations, and assisting the Contractors with completion of the H&S File on completion for issue to the client.","The demolition works were required to be completed next to a busy highway in and out of the area and as such, needed careful management and traffic control when delivering large items of demolition plant, and lorries removing site waste materials. During the contract several instances of notifiable ACM’s were discovered which were not originally identified on the R&D Surveys carried out prior to the works commencing, this caused several delays due to the required two-week notification period with the HSE and subsequent arrangement for specialist removal. Nearby residential properties where kept informed of busy periods of works and when major deliveries or removals from site where scheduled to occur. Their properties windows were cleaned periodically by the Contractor as part of the works, due to the dust build up from the neighbouring demolition site.",Use this for demo,demo,189,159,175
4,Performance Analyst,2021,,1500000,02-Jul,FALSE,JCT with D&B (for installation works),,"Managed a solar PV portfolio of over 2,200+ properties (housing and commercial) worth c. £ 20m+ with an annual turnover of c.£1.5m per year.","I undertook productivity and performance analysis from system data (generation & export), O&M management, financial forecasting (FiT and PPA), and stakeholder engagement (including asset managers, project boards, and contractors).","Given the size of the portfolio, its age, variety of installations, and expected depreciation, there is a loss of income where sites are inoperable due to maintenance. Resource and stakeholder engagement is required to manage maintenance needs to get systems online following spells of downtime.  What were the challenges and what was the benefit realised by the client?",Use this for demo,demo,151,55,176
5,Lead Designer,2022,2026,1910000,RIBA 2-6,FALSE,Traditional,4950 sqm,"The new SEN school will provide 224 pupil places for complex needs from reception age through to sixth form, an SEMH unit and an autism unit. Inclusivity and individuality of the cohort was the main driver behind the concept design",I led the design team through delivery of RIBA Stages 2-4 as the lead designer and has had an overseeing role through stages 5-6 while colleagues administer the contract in RIBA stage 5 and 6.,"This new school is one of the largest of its kind in the country and the largest one in the county. There were no roadmaps to follow but with the huge amount of experience in the team, consultation with the end users and guided by DfE BB104 standards and the DfE output spec, we have a design that we’re confident will be fit for purpose today and for several generations to come.",Use this for demo,demo,123,160,177
5,Director in Charge,2023,2026,11000000,RIBA 1-6,FALSE,Traditional,2350 sqm,Exemplar 420 pupil primary school designed to Department for Education Output Specification meeting Net Zero in Operation energy targets.,"I led the initiative to design the first of a series of net zero in operation primary schools. Design principles focus on fabric first passive design principles, efficient building services and renewables. To offset the operation energy use.",The net zero in operation target meant an innovative approach to PV panel allowance. We used extended canopies on the south side of the building which doubles as brise soleil and external shelters providing outdoor classroom opportunities to increase areas suitable for PVs without adding superfluous structures to the scheme.,Use this for demo,demo,123,161,178
11,"Project Team Lead, PD, Heritage BS, NEC PM",2016,2024,80000,RIBA 0-6,FALSE,NEC4,,"This Town Hall, a Grade I listed landmark in the city centre, faced significant deterioration due to rainwater ingress. We were was commissioned to conduct a heritage condition survey, revealing extensive defects including damaged roof slates, corroded leadwork, cracked glazing bars, and leaking internal downpipes. Water damage also affected the timber roof structure and historic plasterwork. The design process prioritised the building’s historic significance, involving early and ongoing consultation with the local conservation officer and Historic England. Following the RIBA plan of work, the design was collaboratively developed with the client and stakeholders. Originally budgeted at £4.8 million, the project’s scope expanded during construction to £7.8 million to include repairs to high-level stonework and full window replacement. Design began in 2016, with site works starting in October 2018. The initial phase completed in 2022, and the extended works concluded in 2024.","We were commissioned by the City Council to design and project manage a sympathetic major roof repair scheme, through services including heritage research and advice, heritage building surveying, electrical engineering, mechanical engineering, quantity surveying, project management, structural engineering, principal designer and CAD. I was tasked with being the Project Team Lead, Principal Designer and Heritage Building Surveyor/Advisor.","This heritage project respected and preserved as much of the historic building fabric as possible and introduced modern materials sympathetically. Where modern materials were utilised, the design followed the original lines, thus seamlessly blending the new with the original. As all parties worked collaboratively, this project completed on time and within budget. This was due to the efforts of all parties working as a team towards the same goal, the sympathetic restoration and protection of this important heritage asset. This project also won the CABE Conservation award.",Use this for demo,demo,66,162,179
11,"Project Team Lead, PD, Heritage BS, JCT CA",2023,2026,20000,RIBA 2-6,FALSE,JCT Standard,,"The city Central Library is a nationally important Grade II* listed heritage asset and a major landmark building within the city. This phased project is for the internal refurbishment of the building to create a facility that provides modern community and library facilities within this nationally important heritage asset. Phase I of the works were focused on the first floor of the building to create a modern music library facility. This phase commenced on site in 2024 and completed in 2025. Phase II of this project is due to commence on site in autumn 2025 and complete in 2026 and focuses on refurbishment of the main lending library area, the creation of accessible toilets and a self-contained conference suite. Both phases also incorporated building repair elements and upgrading fire stopping.","I became involved with this project from RIBA Stage 3 of Phase I. I was tasked with being the Project Lead, Principal Designer and Heritage Building Surveyor throughout the rest of this scheme. Since becoming the Project Lead, I have confirmed the Client's project brief and met with the Client at regular intervals to discuss progress and agree queries. I developed detailed programmes and compliant designs for statutory approvals, including building control, listed building consent, and planning. I also prepared architectural tender drawings and specifications for both project phases. During Phase I construction, I acted as Contract Administrator, advising on technical matters as the works progressed.",Phase I had a project budget of just over £600k and had an agreed final account of just over £520k. The Client’s budget for phase II is £1m.,Use this for demo,demo,66,163,180
11,"Project Team Lead, PD, Heritage BS",2014,2018,40000,RIBA 2-6,FALSE,NEC3,,"The Central Library and Art Gallery is a nationally important Grade II* listed heritage asset and a major landmark building in the city. Rainwater had started to penetrate the building which led to the Council, commissioning us to carry out a heritage condition survey of the roofs and building. This survey identified numerous defects including roof slates that had slipped and broken, leadwork corrosion, cracking and deformation, patent glazing bars corroding and splitting, internal rainwater downpipes leaking. The water damage was also evident in the timber roof structure and internal historic plasterwork. The project design commenced in 2014 with a construction phase programmed over a two-year period in two sections, the Art Gallery first followed by the Central Library. Each section was completed in phases due to the complex nature of the existing roof design. By careful project management and design the project's final account was agreed at £2.9m which was under the £3.5m project budget.","I was involved with this project from the original Client commission. I was tasked with being the Project Lead, Principal Designer and heritage building surveyor throughout the whole scheme. I was involved with confirming the Client's project brief, meeting with the Client at regular intervals to discuss progress and agree queries. I carried out the condition surveys and measurements of the roof to produce suitable designs to produce the tender drawings and specifications. As part of this pre-construction period, I held numerous meetings with the local authority building control officer, planning officer and conservation officer as well as numerous other stake holders including Historic England and the building end-users. Once the project commenced on site, I assisted the project manager to deliver the works on time and within budget. During this construction stage I provided advice to the Client, Project Manager and contractor on any technical issues that arose as the works progressed. My experience and expertise in dealing with projects involving heritage assets greatly helped in progressing the project, dealing with queries and ensuring the quality of the works done were up the high standard required for these nationally important heritage assets.","Challenges included keeping the buildings in use and open to the public and staff, having a small compound area within a busy city centre location, keeping the buildings watertight throughout the works, tight timescales, the presence of asbestos, lead paint and Client initiated design changes once on site. A major challenge was the Local Authority deciding to carry out internal works at the same time as the roofing works. This required careful management, planning, cooperation and coordination to ensure that both projects were carried out in a safe manner and delivered on time and within budget.",Use this for demo,demo,66,164,181
5,CA + Architect,2022,,20000000,RIBA 2-5,FALSE,JCT SBC/Q 2016,~4900 m2,"In response to the growing demand for specialist education provision in the couty, a new 224-place Special Educational Needs (SEN) School has been launched in a local town. This purpose-built facility is designed to support children and young people between the ages of 3-19 with a range of complex learning needs, providing a safe, inclusive, and nurturing environment tailored to individual development. Proposal includes new building with new access road, landscaping, associated plant and ancillary works.",My role included acting as Designer and Contract Administrator,"Delivering the new 224-place Special Educational Needs (SEN) School in the local town involved a range of complex, site-specific considerations to ensure the project’s success. Accessibility was central to the design, with level access, wide circulation routes, and sensory-friendly environments tailored to support a diverse student cohort. Environmental sustainability was also prioritised, incorporating sustainable drainage systems, biodiversity enhancements, and energy-efficient features. The project was further shaped by a complex client brief that required accommodation for a mixed cohort of needs, adding layers of design and operational complexity. Challenges included land acquisition, securing planning approval with a robust justification for the proposal, and adapting to evolving building regulations during the technical design phase—all of which demanded a flexible, collaborative, and forward-thinking approach throughout the project lifecycle.",Use this for demo,demo,104,23,182
5,Lead Designer + CA,2024,,1500000,RIBA 1-5,FALSE,JCT IC 2016,~600m2,"In 2024, the Academy launched a major Remodelling and Refurbishment Project to modernise its facilities and enhance the learning environment for its growing student population. The project aimed to upgrade existing infrastructure, improve accessibility, and create flexible, future-ready teaching spaces that reflect the school’s commitment to academic excellence and student wellbeing. This included the remodelling of several existing teaching blocks to meet the expansion to 9FE requirements incorporating the conversion of teaching classrooms into science classroom, expanding the SEN teaching space and library.",My role included acting as Lead Designer and Contract Administrator for the project.,"One of the most significant challenges was working within a live school environment. With students and staff on site throughout the academic year, the programme had to be carefully phased. Safety was paramount, requiring secure site boundaries, clear segregation of construction zones, and minimal disruption to daily school operations. This approach ensured that teaching and learning could continue uninterrupted while the works progressed. Access and logistics also played a crucial role in planning. The school’s location and limited access routes meant that construction traffic had to be tightly managed. Deliveries were scheduled outside of peak school hours to avoid congestion and maintain safe access for emergency services and school operations.",Use this for demo,demo,104,50,183
5,Lead Designer,2023,2024,10000000,RIBA 0-2,FALSE,N/A,~1000m2,"In response to the growing and evolving needs of its student population, this School, a specialist SEN school in the county, embarked on an ambitious development project to enhance its facilities. The project involved the construction of a new teaching block and a purpose-built hydrotherapy pool, designed to support pupils with a wide range of complex learning and physical needs. The new teaching block provides modern, accessible classrooms and specialist learning spaces tailored to deliver a high-quality, inclusive education. Meanwhile, the hydrotherapy pool offers vital therapeutic benefits, supporting physical development, sensory integration, and wellbeing for students with profound and multiple learning difficulties.",I was Lead Designer,"The development of the new teaching block and hydrotherapy pool had presented several challenges, particularly in relation to the neighbouring high school and primary school. The hydrotherapy pool, while a vital resource for pupils with complex needs, involved significant infrastructure demands, including specialist construction, high operational costs, and the need for trained staff. Additionally, shared land access between the High School and Primary School initially raised concerns around safeguarding, supervision, and traffic congestion, particularly during peak times. These factors required careful coordination and planning to ensure the safety, accessibility, and effective use of facilities for all schools involved.",Use this for demo,demo,104,165,184
5,Lead Surveyor,2023,2023,3000,N/A,FALSE,N/A,N/A,"A detailed topographical survey was commissioned to support planned improvements to the highway infrastructure leading to the school, with a particular focus on enhancing the junction, and the introduction of a new pedestrian crossing on the Road. The survey captured detailed spot levels of the roads and footpaths and included a full measured survey of the Street and Road junction. It also documented all fixed equipment and obstructions, along with gates, boundary treatments, and access points within the area. In addition, the survey recorded all surface-mounted utilities equipment, including any identification tags on pole-mounted high-voltage electrical lines, and noted any other relevant site features that could influence the design or construction process. The final deliverables included both 2D and 3D topographical drawings, providing a precise and comprehensive representation of the existing site conditions to inform the design and planning stages of the highway improvement works.","My role was to undertake the topographical survey over the 2 days on site and to ensure details from the above included. Then, using sofwares such as Liscad and AutoCad, to provide 2D and 3D drawings.","High volume of traffic/pedestrians in and around the school, as well as temporary traffic lights installed on Road, adding to the difficulties to survey at times due to obstruction of vehicles. This caused delays and having to wait for traffic to clear at times before I could resume surveying. I ensured that I set up the total station in appropriate locations, where the obstructions would be limited.",Use this for demo,demo,190,166,185
13,Lead Surveyor,2024,2025,1500,N/A,FALSE,N/A,N/A,"Thist is a purpose-built residential care home located in the area. It is designed to provide high-quality, specialist care for older adults, particularly those living with dementia. This project involved the undertaking of a Topographical survey of the car park, in relation to drainage issues. Data needed every 1m inside the car park, as flooding was apparent, the client needed to locate slopes in the ground where water was overflowing.","Responsible for carrying out the survey, ensuring 1m detailing picked up within the car park. To present drawing to client, evidencing the contours to show areas in changes in elevation of the car park, and lack of drainage.","The client requested elevations in the car park every 1m. I had to ensure I was being thorough with my surveying, using chalk and cones to mark off areas completed, and focused a lot of time taking more points in areas of the car park where puddles had formed, taking multiple measurements here as this would help indicate to the client the areas of flooding.",Use this for demo,demo,190,167,186
11,Lead Surveyor,2025,2025,5182,N/A,FALSE,N/A,N/A,"A detailed survey and set of scaled drawings were commissioned for the three county recycling centres, with the aim of capturing key site features to support future planning and development. The scope of the survey included the topography, fence lines, kerb lines, buildings, drainage infrastructure, and the precise locations of recycling containers. Additionally, the survey recorded the positions and levels of all manhole covers, gullies, Aco drains, and other surface drainage features. It also included the identification of fixed equipment, obstructions, gates, boundary treatments, and access points. Any surface-mounted utilities equipment and identification tags on pole-mounted high-voltage electrical lines were also documented. The survey area extended up to the main gates and boundaries of each site, and the final deliverables included both 2D and 3D topographical drawings to provide a comprehensive and accurate representation of existing site conditions.","To carry out 3 separate topographical surveys over 3 days, providing high quality detail and produce DWG/PDF’S of each. My responsibilities were firstly, making the arrangements with the sites for access, wearing the correct PPE on site, ensuring continuity in each of the surveys and providing the client with the plans as requested.","The project presented several logistical challenges, including the need to complete surveys at one site per day within a tight operational window. Survey teams were required to be on site by 8:00 AM and to complete all works by 4:00 PM, aligning with each site's closing time. In addition to these time constraints, various on-site issues had to be managed to ensure the programme remained on track and that data collection was completed accurately and efficiently within the limited timeframe. I ensured efficiency in my surveying, making use of all the equipment. For the majority, I used the total station, but also used the GPS and laser scanner to speed up and survey in awkward and difficult areas.",Use this for demo,demo,190,168,187
11,Senior Land Surveyor,2017,,,Recurring,FALSE,SLA Time-Charge,N/A,"An ongoing programme providing comprehensive surveying and monitoring services across the County Council's permitted landfill sites. This encompasses regular topographic surveys, detailed data extraction (DTM, orthophotos, point clouds), and precise setting out of new infrastructure. The aim is to support environmental compliance, operational efficiency, and long-term site management for these critical facilities.","As Senior Land Surveyor, I lead and execute various survey operations using advanced techniques, including drone surveys for large-scale data acquisition. My responsibilities include processing aerial data to produce Digital Terrain Models (DTMs), orthoimages, and point clouds, as well as generating detailed topographical surveys to client specifications. I also conduct manual monitoring of critical elements like gas pipework and boreholes, set out new borehole locations, and monitor land movements attributed to gas pressure changes.","The extensive nature and varied topography of multiple landfill sites present significant logistical and technical challenges. Dense vegetation often complicates data acquisition and access, requiring adaptable survey methodologies, including drone technology. Ensuring the consistency and accuracy of data across diverse and evolving site conditions, while managing a continuous programme of work since 2017, demands robust planning and detailed execution.",Use this for demo,demo,191,169,188
7,Senior Land Surveyor,2018,,,Ongoing,FALSE,Contractual Agreement,N/A (Coastal Area),"An ongoing environmental monitoring project at a seaside town focusing on the retreat of the cliff face due to erosion. This critical work provides vital data for coastal management planning, allowing for informed decisions regarding defence strategies, such as the placement of rock sill defences and access ramps to the beach. The project leverages advanced drone technology to capture precise, repeatable measurements of the dynamic coastline.","As Senior Land Surveyor, I am responsible for the systematic monitoring of the seaside town cliffs. This includes conducting regular drone flights to capture high-resolution imagery and data. I then process this data to create detailed 3D point clouds and generate cross-sections, which are essential for accurately measuring cliff retreat over time. My role directly contributes to providing East UK County Council 1 with the necessary information for their coastal management and erosion mitigation efforts.","The dynamic nature of coastal erosion and the challenging environmental conditions at the seaside town (e.g., weather, cliff stability) present continuous operational challenges. Ensuring consistent data acquisition and accurate change detection over extended periods requires meticulous planning and execution. The project's output, including detailed cross-sections derived from drone data, directly supports critical decision-making for protecting the local environment and community.",Use this for demo,demo,191,170,189
11,Land Surveyor,2020,2020,5440,Feasibility Initial Survey,FALSE,Internal Commission,"1,234m²","Undertook a Measured Building Survey (MBS) for a town Building within the area. This survey was the foundational step for a wider multi-disciplinary Nordwick project team, contributing directly to the feasibility study for the proposed Hub. The project aimed to assess the existing building for potential adaptation and reuse.","As Land Surveyor, I was responsible for conducting the comprehensive measured building survey of all floors, including the roof. This involved careful planning and coordination with the Centre Manager to arrange site access. I then used the collected data to produce the detailed Measured Building Survey plans as required for the project's feasibility assessment.","The building was abandoned and lacked essential services like lighting, posing significant challenges during the survey. Access to the roof was particularly difficult due to a padlock, requiring consideration of ladder access or drone use. The project required meticulous attention to detail to capture accurate measurements in challenging conditions, providing crucial base data for the subsequent design and planning phases.",Use this for demo,demo,191,171,190
5,Contract Administrator / Lead Designer,2024,2025,9000000,Stages 4-6,FALSE,JCT standard Building Contract with Quantities,"2,348m2",New 2 form of entry 420 place primary school on a green-field site in an expanding residential development to the South of the town centre.,"I took on the project at the end of Stage 4, in preparation for my role as Contract Administrator and Lead Designer during Stage 5 (6 and 7). This includes co-ordinating the working drawings, liaising with all disciplines and the contractor (and relevant sub-contractors) regarding queries and changes, whilst administering the terms and duties of the construction contract on site. The design and specifications were undertaken by other team members prior to my involvement.","At the early stages of the site set up and construction, some anomalies in the site boundary were identified. A new small-scale housing development adjacent to the site had omitted to include their hedging (conditioned by planning) within their own site boundary and had therefore planted it on the client’s land. In another area of the site, a neighbour had constructed a new fence and in doing so, slightly realigned their boundary to include some of our land. In both cases the client was keen to maintain good neighbourly relations and therefore reached mutually beneficial resolutions. The substation lease agreement hasn’t been completed in line with the construction programme which has resulted in a ‘plan B’ for bringing power, heating and hot water to the site having to be devised and implemented. A multi-disciplinary solution has been designed in collaboration with the contractor and specialist sub-contractors to minimise impact on the commissioning of the M&E equipment and opening of the school.",Use this for demo,demo,108,172,191
5,Lead Designer / Principal Designer,2024,2025,2800000,Stages 0-3,FALSE,SLA,394m2,20 place Autistic Spectrum Disorder specialist resource base (SRB) within the grounds of the Academy.,"Lead Designer / Principal Designer RIBA Stages 0-3. During Stages 0-1 the project was part of the wider expansion of the whole school from 8 forms of entry to 10 forms of entry. However, the wider expansion project didn’t progress past Stage 2 and subsequently, the SRB project had to be redesigned from Stage 1 onwards. This involved the development of the project from the Masterplan stage the submission of the planning application.","As the project was due to be part of the main school expansion initially this posed different opportunities and constrains regarding the use of existing buildings and areas of the site for the siting of the SRB. Once it was determined that the SRB would be a standalone unit and that the expansion was no longer going ahead, this helped to identify the best location of site for the SRB. We worked closely with the school to ensure the positioning allowed the SRB and main school pupils to be as integrated as possible. During the planning exhibition at the school, prior to the planning application submission, a small number of residents raised concerns regarding inconsiderate parking in the local area perceived to be by school students and staff. Although a reasonable concern, the SRB does not take away any parking provision on site and we are providing 7 additional spaces. These concerns in some cases appeared to affect the neighbours ability to objectively assess the scheme in its own right.",Use this for demo,demo,108,173,192
12,Valuation Assistant,2024,2025,,7,FALSE,Fixed Contract + Timecharge,N/A,"Business Rates Assessment and Billing Maintenance, acting as Client Agent.",Annual review of business rates billing and client representation in the correcting of Rates Assessments (Site Rateable Values) following material changes of circumstance or in application for various rates reliefs applicable to occupation and use of the sites. Responsibility included liasing with Billing Authorities (Local Councils) and Valuation Office Agency in pursuing changes/reliefs and recovery of over-payment of rates.,Having previously worked in the Valuation Office Agency I found my held knowledge of business rating and council tax banding positioned me well to address concerns that the client had with the service offering; and greatly improve the relationship to the point that the contract was renewed for a further two years.,Use this for demo,demo,192,121,193
2,Project Manager,2023,,2000000,02-Jun,FALSE,JCT Traditional,,"Construction of General-Purpose agricultural barns and yard improvements works at 5no County Council owned Farms. Barns constructed of Steel Portal frame, Pre-formed concrete retaining planks and aluminium sheet cladding to high level/roof. Concrete aprons to the front facades of the barns for vehicle loading/unloading and entry into the barns. Improvement works to existing barns on the property – where necessary.","Provided Project Management services to maintain project programme and meet target dates, cost and change management and statutory applications. Progress and Change Reporting to client. Health and Safety auditing of sites.","This project involved multiple sites, and saw contractor instruction and mobilisation delayed due to the previous project lead leaving their post in the run up to contract award, threatening to impact on the respective Farmer’s timescales for harvest over the summer months. By re-programming and a lot of stakeholder management I was able to maintain construction progressing on all sites by rotating around the Farmer’s harvest timeframes – with all planned site’s projects delivered within 1 month of the original deadline. Throughout the project there were requests to make alterations that would aid the farmer’s/use of their yards such as increasing hardstanding sizes or vehicle routes. This additional work was able to be undertaken within contract budget and timeframe.",Use this for demo,demo,192,174,194
11,Project Manager,2021,2025,10000000,ALL RIBA,FALSE,Design and Build /JCT,,New Modular teaching/ sports Hall and Offices,Project Manager,Confined Site,Use this for demo,demo,193,175,195
5,Project Manager,2020,2024,7000000,ALL RIBA,FALSE,Design and Build /JCT,,New Modular Teaching Block,Project Manager/ EA,Live School during construction,Use this for demo,demo,193,176,196
